%time,field.header.seq,field.header.stamp,field.header.frame_id,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.velocity5,field.velocity6
1700475619121260748,26,0,,-0.08713279705232085,0.015793106738456582,0.12805645545698954,0.029221051276834022,0.14645005621071341,0.24745010890217206,0.07163180851043056
1700475619130830016,27,0,,-0.0838871166782622,0.016172132055615927,0.12900652336362423,0.029977330981209915,0.13918864070581347,0.253872871131146,0.07217451711571712
1700475619141265718,28,0,,-0.08358420376464837,0.006509222439350514,0.13006056570757601,0.02527625236365356,0.13454964582825643,0.23903284357189825,0.06139517709558419
1700475619152235816,29,0,,-0.07648165021338132,0.00688188679471661,0.12485230269316552,0.029253169939175348,0.12474610202450895,0.2320992241535699,0.06939851265742238
1700475619162732849,30,0,,-0.06920739558683454,0.006159052807719862,0.12607957533920489,0.02877711069416615,0.13650725280169762,0.24307141089649034,0.07582734597673597
1700475619173019255,31,0,,-0.06633883472324957,0.004775574945515615,0.12294109984267819,0.017448625116433428,0.12734301341164067,0.250504331000356,0.07046379710972066
1700475619183815243,32,0,,-0.06893158784446816,0.0035334149430405947,0.1247654977605423,0.023686516029664675,0.1269466460146688,0.25170419909384983,0.07494873470541925
1700475619195269020,33,0,,-0.0684347181359394,0.00815599252026472,0.12538210194584753,0.018531232472422714,0.13498051094334976,0.26861529044969884,0.06830648617124183
1700475619206181123,34,0,,-0.07148592031007488,0.0046563692258804945,0.11703047227115597,0.02106236286987619,0.12434420260508296,0.2638210481497917,0.06634765051898532
1700475619216773087,35,0,,-0.05930913688039586,1.8574224047449445e-05,0.11875997952965239,0.016712271625405183,0.12255108600437294,0.2659234800914539,0.05330607656492797
1700475619227177316,36,0,,-0.05230067528692528,-0.002612557788803164,0.10749023704390327,0.020380798430264795,0.10544200816412128,0.2535122797782718,0.05690642167493245
1700475619237914632,37,0,,-0.0533740611232332,-0.0024530820010423594,0.10634688570221672,0.011560610469243705,0.10674220123681931,0.2477481397021332,0.05422668828998677
1700475619248105336,38,0,,-0.052680594573650756,-0.007321310994143833,0.10348523824293532,0.00951908216082718,0.1107669522052682,0.25888524856735035,0.05659083025628509
1700475619258707210,39,0,,-0.06006186374377183,-0.005310114744782376,0.09317428686519205,0.012330266013894517,0.11256595000997102,0.26349546984230654,0.05891194298437096
1700475619269324282,40,0,,-0.05413873590515034,-0.010133135470173868,0.09361245666852645,0.009194581348074247,0.11020176409908465,0.27390358296413403,0.059435666569241985
1700475619279892210,41,0,,-0.052939578928538324,-0.015186319848825375,0.09148277761606201,0.013862374249765035,0.11397865168238233,0.2733638192024704,0.058803695106950035
1700475619291205357,42,0,,-0.04825545522097024,-0.010009081431125885,0.09056866854215238,0.010567202452916305,0.1017013893261539,0.26629223592332324,0.056350865829746084
1700475619301800419,43,0,,-0.0482117366020709,-0.011889470442955474,0.09476714280523954,0.010422330649017559,0.09731457056668823,0.2646199602608699,0.05302138958037
1700475619311823341,44,0,,-0.048470631377576436,-0.01686729524719624,0.08375732774543483,0.004471906526216887,0.09107529408035996,0.2556290806233287,0.05631737086867728
1700475619322846864,45,0,,-0.032053500928287605,-0.009405615779094927,0.08088887623784873,0.0008742299293361883,0.0871618392053515,0.2739567918957191,0.049242029341702506
1700475619333843317,46,0,,-0.0355862894612413,-0.012736008196038484,0.08041616441033729,0.0005816134367980012,0.08229316180354469,0.26243936344233537,0.04821555470343837
1700475619345277410,47,0,,-0.02484320471898941,-0.016573969927413345,0.07276172971489968,-0.003491935069451041,0.09050790219951912,0.27686258630980515,0.042365260607332145
1700475619357576679,48,0,,-0.034265850335211324,-0.01818417149654249,0.06934271090259835,-0.0005830365148831351,0.08072585113028144,0.2813426500525253,0.05016018241874511
1700475619367243969,49,0,,-0.02633063506169108,-0.01665841700089634,0.06889893162185608,0.001159210233243811,0.07187879118442662,0.27050306204192665,0.048590305096404954
1700475619377787695,50,0,,-0.02848486857274345,-0.02340108466618077,0.06354302039959515,-0.001356934633042102,0.07497373188541173,0.26220089520542267,0.05369675510916232
1700475619388327717,51,0,,-0.034313040468974924,-0.023707553480166527,0.06135976210039033,-0.0009090207672626851,0.06915466338433449,0.26293824653239384,0.04551809153055782
1700475619399233595,52,0,,-0.02271567609062819,-0.026215055621942145,0.061207670530549756,-0.006654165273943046,0.06827002930871681,0.2709144387472238,0.050899553482524416
1700475619409871578,53,0,,-0.023186865907935405,-0.02437434130801014,0.05765980242483545,-0.009196028329716256,0.07474021635436962,0.28328020276105176,0.04821882687145004
1700475619421189652,54,0,,-0.01935505987986395,-0.025476136017240796,0.05299532047555958,-0.008182431256353536,0.06012680852720879,0.28908588153882997,0.04081817218868037
1700475619431134458,55,0,,-0.014489108263378871,-0.027738053267882246,0.051649098607738426,-0.008679844912672515,0.0649668219660966,0.2903015449441373,0.04105093578674898
1700475619441117868,56,0,,-0.01216482346810583,-0.03125519722802447,0.05089917348953903,-0.010983117967977159,0.05787432056907231,0.26967437371084646,0.035794818233958595
1700475619451901726,57,0,,-0.011624877133224966,-0.031246128692287812,0.04565451651281271,-0.009436467593585702,0.06362725843469805,0.26869089190524675,0.03671382191534573
1700475619461918259,58,0,,-0.013715205406089849,-0.03618706478749495,0.039880107364714465,-0.013031564939104864,0.05247773388134071,0.27345180455112517,0.03445517722869177
1700475619473200962,59,0,,-0.008670587684453186,-0.0291612595297806,0.04204798888499913,-0.012120558960991238,0.043183107817777684,0.27139378452336976,0.03800647790434904
1700475619482884096,60,0,,-0.011106040903667094,-0.025059759784972456,0.03732694814749909,-0.01530388171848049,0.05151444089213721,0.2855182041472086,0.04009413284069982
1700475619493971633,61,0,,-0.004737337841277843,-0.026272592178393325,0.036820359236334844,-0.019004993071722816,0.04507691968407164,0.29637535098946133,0.031795109181066296
1700475619506768429,62,0,,-0.007782064043667741,-0.02654752955525715,0.03561824041293755,-0.01647969466527156,0.0476914877876916,0.28568402747268334,0.0339757193436388
1700475619515245792,63,0,,-0.0046025597526189324,-0.029076587093177814,0.03062789824750883,-0.019858408954043585,0.046812889510707,0.2715761737003306,0.04008931073363865
1700475619525774659,64,0,,0.00021703168267781179,-0.0325531905960654,0.02181165266150468,-0.013094508165595525,0.04320008856388466,0.27185811772285245,0.03206279495078822
1700475619536788573,65,0,,-0.0003050477993999214,-0.03385932625453811,0.020940738448375705,-0.023106659391819422,0.03725600547349134,0.2775883525289819,0.0348497124891827
1700475619548189262,66,0,,0.008861689445495785,-0.031462965482908174,0.014874290318735618,-0.03047521449555037,0.040974950390126406,0.29380627478827503,0.03608828521082505
1700475619557912355,67,0,,0.00522915345369665,-0.03307945372356948,0.014031120053949358,-0.025958300844226293,0.029651408347262268,0.2932710187785413,0.03431376741072816
1700475619568646495,68,0,,0.0038829591766837224,-0.02781726051741803,0.015377980315664038,-0.020808803638163082,0.029797811717967138,0.3061809603196785,0.032015148850501815
1700475619578987694,69,0,,0.007826310134268093,-0.026063204907342864,0.009539568017431287,-0.022093471710776205,0.02642426536823679,0.28442747317853434,0.028924754543971566
1700475619588912585,70,0,,0.0063318139426323345,-0.027321549816597103,0.008000535838997144,-0.01915407253151081,0.028726525355660962,0.28186227349570225,0.03655275300623665
1700475619599773630,71,0,,0.00835617037642595,-0.025308054939876107,0.008151472318282093,-0.02419754667181464,0.024015019795940867,0.28616317392983215,0.0386194251656779
1700475619609910470,72,0,,0.006393484244085079,-0.024334337774132443,0.008067881696866295,-0.023043586479496666,0.02205650834015459,0.2931550297457867,0.036778318316163384
1700475619621196377,73,0,,0.013014899573066558,-0.025461298341055733,0.003313389114417684,-0.02361790751008315,0.009796537838192487,0.3003997006904225,0.02562065233021769
1700475619630893973,74,0,,0.013807234117988391,-0.022061429697424136,0.001280543985162062,-0.021357767654560073,0.016640456021171538,0.3154777829857947,0.0277476116140488
1700475619642299563,75,0,,0.017605012702833142,-0.027771483671853503,0.00014367061937758054,-0.023411369651282005,0.013956443325170393,0.30216552733574853,0.03583147553781561
1700475619653100085,76,0,,0.021416907156825704,-0.02178087520277111,0.0006230749704524859,-0.026844389940660022,0.013252046259164856,0.2882169159395722,0.03000644572405168
1700475619663086583,77,0,,0.014196181549853614,-0.0163903508564267,-0.002679726185775026,-0.0282517930931539,0.014634900374772475,0.2910149603658441,0.022242268315744027
1700475619674060502,78,0,,0.01670097531506731,-0.020763422673941326,-0.008453036554903008,-0.027058666289293525,0.009799209348123237,0.2951939732396656,0.024321939322243625
1700475619684242753,79,0,,0.020649322014911188,-0.020209616048564232,-0.009774009886284156,-0.024361345523581924,0.004771123296577039,0.3006496303195057,0.024927007971803892
1700475619695117973,80,0,,0.020322823186795968,-0.016749612591922695,-0.009403797371769924,-0.025386952866428576,0.0005408539633538434,0.30451509981499547,0.020196358513066025
1700475619706209925,81,0,,0.02236018446769151,-0.01841913515078916,-0.008038279540902846,-0.026892745334499805,-0.0003542667581052185,0.29522406739534884,0.0272528333311476
