%time,field.header.seq,field.header.stamp,field.header.frame_id,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.velocity5,field.velocity6
1699353503010216562,16,0,,-0.08300378131046644,-0.22542028263166397,0.16133494346864227,-0.10586584388828775,0.16361118012120837,0.08186343438797167,0.040138606494243514
1699353503020972750,17,0,,-0.08134572399366657,-0.2177297402617715,0.14828087069785875,-0.1051521499331728,0.15844874232946576,0.08497701819334996,0.04483277252357766
1699353503030983329,18,0,,-0.07505713270102107,-0.20734580238570016,0.14563149107420517,-0.11005136032689906,0.16537341824315394,0.09033549004613836,0.037218006850034645
1699353503041094208,19,0,,-0.08054818822026567,-0.19978741492636382,0.1416891473372984,-0.10606389065317896,0.15508830498094256,0.08005702961816669,0.03756455521799081
1699353503051643064,20,0,,-0.08410343739464511,-0.1970408260501226,0.13145701796026268,-0.10243115543866037,0.1583380226490742,0.08388138227880755,0.03999106912673644
1699353503063200917,21,0,,-0.07419608625053024,-0.1953644643325943,0.1273499550114468,-0.11641750696458215,0.1498851050486166,0.09951413003008071,0.039421059425759186
1699353503072828511,22,0,,-0.08544075302285623,-0.19283278683034089,0.12289410964678196,-0.11748292355240669,0.14293757143533287,0.0953820259434143,0.04237169187626139
1699353503083860883,23,0,,-0.07782847683778936,-0.20158056806685434,0.12695933400942644,-0.12510797920589495,0.14003931033755881,0.09299167942732314,0.04546865496650004
1699353503094891420,24,0,,-0.07144536466628684,-0.19994542381811364,0.12121419254695838,-0.12353330025469952,0.14476550756075274,0.10728575725265097,0.03892233876157278
1699353503105024660,25,0,,-0.06983332858735825,-0.2069473895293297,0.12342383277567606,-0.12315042388467533,0.13808213721215185,0.10503396038395099,0.04288948651546434
1699353503116352719,26,0,,-0.06666951713255868,-0.20082113911950558,0.12051856438791889,-0.12152575316577269,0.14046004151771038,0.11392357956007322,0.03922332341372537
1699353503127097104,27,0,,-0.05671572807685035,-0.19761502442581946,0.1181725687085062,-0.10645580196725359,0.13161786334332184,0.12279720518902304,0.04364679807385982
1699353503140068487,28,0,,-0.06476401711555287,-0.1945872774048732,0.11633422320716784,-0.10986497286916111,0.13790240185553013,0.12804562432891792,0.04308158770592936
1699353503150768507,29,0,,-0.06773618751209105,-0.1957583989223591,0.11852357643569489,-0.10746875697796048,0.14140460973180374,0.13150954631716053,0.03440460229306082
1699353503161852032,30,0,,-0.05228407619996947,-0.19561691998474265,0.11036410537129582,-0.10705376161211776,0.12551793965050753,0.13546156970338305,0.0332209073723818
1699353503173025115,31,0,,-0.04775705306911723,-0.18223846748076555,0.10944892896037799,-0.10791382105112807,0.1301869147418762,0.14478850036563723,0.03566266422371162
1699353503183445051,32,0,,-0.056283335191630535,-0.18437088389868095,0.10130989800834624,-0.10478698493045233,0.12161781716779776,0.15083671832801834,0.032726746603414084
1699353503194258567,33,0,,-0.04943266432243824,-0.1823380499462203,0.09604934402673522,-0.10735686321864797,0.11718822123370558,0.15520332516282362,0.03298429085967444
1699353503205099858,34,0,,-0.047438577135128585,-0.18768436681401,0.09174540876882625,-0.10646153043085427,0.1170444256771735,0.14761954031340305,0.0384253446354778
1699353503214662473,35,0,,-0.035476425418110524,-0.19154222253513675,0.08156529938650692,-0.10948057671093803,0.12186828971743205,0.14174090501499023,0.039292190482634604
1699353503225177175,36,0,,-0.04176250375549824,-0.18540068009367316,0.08462079320187124,-0.10634517798508829,0.11551370914138895,0.1552608339708976,0.0380651412001041
1699353503236053685,37,0,,-0.039837371935633165,-0.17840741546266958,0.08031515952607175,-0.10564977471492805,0.09847649594799729,0.15148052915214666,0.037859187878580836
1699353503247064338,38,0,,-0.032353786252525815,-0.17570777493502757,0.07195430243509365,-0.10245902580521968,0.10847407746370918,0.1542559133558634,0.04122557806736923
1699353503258060984,39,0,,-0.03262715850283165,-0.1718816149366738,0.07715902911730621,-0.1039551539542205,0.10381212358070244,0.1766539598163185,0.03401526462336421
1699353503267793712,40,0,,-0.030063519183557784,-0.17063690651862562,0.07154229630550686,-0.09174547265246366,0.09869314422209174,0.1754947544717393,0.031226689178028212
1699353503277952022,41,0,,-0.030717830257429666,-0.16765622911425943,0.06628612690219597,-0.09605865791939125,0.10566613360019361,0.18296451808499256,0.03133117583167757
1699353503288648809,42,0,,-0.02391929163030737,-0.1667772527752948,0.07219439512051117,-0.09569084782530986,0.09792862209492204,0.1874714721694826,0.03349015262328251
1699353503298986115,43,0,,-0.023046467598210545,-0.16693200273295639,0.06520603916403656,-0.09861391715546351,0.09103538258890158,0.19890477184241662,0.031641196880931734
1699353503309994019,44,0,,-0.01899622013676721,-0.16707621634183814,0.055634464511762176,-0.09763508212979628,0.08488190985038613,0.21097766711823246,0.03380245967228235
1699353503320318009,45,0,,-0.01872085607501375,-0.15740807824597575,0.053358954435769254,-0.0950831756811802,0.09635822869507796,0.19336211496104852,0.03820906880328416
1699353503331109168,46,0,,-0.013218326312126032,-0.15804247541518673,0.050440323209653325,-0.09329997354561104,0.09286113086732786,0.18591735295365389,0.03242050333840964
1699353503340994737,47,0,,-0.011690756981934121,-0.16020970740151583,0.04545119897409112,-0.10235756233110785,0.0880942154004163,0.19209356867304292,0.026431374700411063
1699353503350701101,48,0,,-0.014558349467190784,-0.15262567931123872,0.045781281583063854,-0.10144939403180371,0.0807010463607544,0.1836872478810798,0.025859892458447577
1699353503362089767,49,0,,-0.010504492701180028,-0.1580264499994131,0.04726296678764176,-0.10326834234664656,0.07715014707482659,0.20946728986268662,0.03276894113394329
1699353503372381627,50,0,,-0.001082468466955939,-0.15296264580413943,0.04198339991239645,-0.09686809147277595,0.06985303700254265,0.20674550211716183,0.03284433521183043
1699353503383203361,51,0,,-0.007841814399321842,-0.14954924669486347,0.03914013195477025,-0.09729023395832213,0.07318588357834165,0.21098698821852244,0.030000830156657252
1699353503392808022,52,0,,-0.005475476420388096,-0.14246807225266223,0.03005209898595749,-0.0930049084503949,0.07634266092715924,0.23040864741811706,0.02603825329734472
1699353503402847225,53,0,,0.0004111931144181187,-0.1403642063511163,0.0315541984028304,-0.08793149239035596,0.06452703087436765,0.22316619989254746,0.030726397565801703
1699353503413958243,54,0,,0.007209713078462063,-0.1380601183456578,0.030127203451080373,-0.0879558041880194,0.06447235541555654,0.2094376015694765,0.030207646062968847
1699353503424161174,55,0,,0.007849645980355958,-0.1376554607682314,0.02440216527957291,-0.08460386975698449,0.06392452182606176,0.22355429914724265,0.03648117468920867
1699353503435048819,56,0,,0.013842415705137992,-0.1324184399181854,0.029080292625682916,-0.08417498791085398,0.061105358394474577,0.2164442454144714,0.030000704124567554
1699353503445136242,57,0,,0.0068220616076686445,-0.12742429688662557,0.026908259827439045,-0.08890398655681159,0.056489485108157746,0.22336607058835306,0.03212483493599292
1699353503455988069,58,0,,0.0096861193056734,-0.1293727279472605,0.02281427052196886,-0.08772826275820701,0.05674775527208521,0.22553392689633625,0.03695810541964073
1699353503466055387,59,0,,0.011635228869381118,-0.12850294133072673,0.017392403533582762,-0.09380409099793521,0.04903472288832793,0.2331632233019069,0.02824311823685045
