%time,field.header.seq,field.header.stamp,field.header.frame_id,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.position6
1694524138636190256,29,0,,0.00019362544561546792,-0.7865516668802005,-0.0018032509623997516,-2.3558908566853334,-0.0018505043089514074,1.5782716933824472,0.7784850130259408
1694524138645761077,30,0,,0.00020143955255549483,-0.7865481005505033,-0.001855578379069091,-2.355896461300485,-0.0018440614669941848,1.5782657037640142,0.7784760747467656
1694524138656794400,31,0,,0.0002073313110060044,-0.7865513209840275,-0.001945689954490922,-2.3558939841419413,-0.0018198794197825056,1.5782607950195087,0.7784793443808227
1694524138668286718,32,0,,0.00019898248611241736,-0.7865452362031589,-0.0020232325157568754,-2.3558902109360176,-0.0017955520861868462,1.578257809166451,0.7784806944011903
1694524138679160417,33,0,,0.000182908962690329,-0.786548053096195,-0.0021235163051957374,-2.3558910171497565,-0.0017396030154666422,1.5782532716198094,0.77848323547707
1694524138688886155,34,0,,0.00018005481646008362,-0.7865445364516678,-0.0022205527487348044,-2.3558911999190433,-0.0016382753222603742,1.5782468028841405,0.7784810564980443
1694524138699059828,35,0,,0.0001632123997450801,-0.7865449444066777,-0.0023068394070419303,-2.3558931507086895,-0.0015438050168572644,1.578239202681211,0.7784741448521356
1694524138710152129,36,0,,0.00014998490659809676,-0.7865388991931113,-0.0023986849135265343,-2.3558957114150236,-0.0014549072019508546,1.578229705132362,0.7784831752352667
1694524138720372918,37,0,,0.0001259880259567806,-0.7865384978158692,-0.002480471875387013,-2.355891090180763,-0.0013787611888428281,1.578220370965538,0.778474487454709
1694524138730831708,38,0,,0.00010377822311747146,-0.7865399943202563,-0.002562902365908195,-2.3558939841414817,-0.001288585447768199,1.5782117471038855,0.7784814856284017
1694524138740979422,39,0,,8.597107668517886e-05,-0.7865342166028987,-0.0026248173128433903,-2.355890952833447,-0.001219547156461658,1.578198991225402,0.7784774501314523
1694524138751778535,40,0,,6.749771094378763e-05,-0.7865236082313759,-0.0026985387310456957,-2.3558964897944894,-0.001144439425267312,1.5781785613994717,0.778474140018775
1694524138763161195,41,0,,5.96881639791807e-05,-0.7865180790261583,-0.002778775192612993,-2.3558911176660446,-0.0010594574651226337,1.5781331033249628,0.7784795939040661
1694524138772841720,42,0,,5.0763595723935e-05,-0.7865013677203542,-0.002846578885606486,-2.355893898671952,-0.000983818704444356,1.5780751727605271,0.7784767941864823
1694524138783863413,43,0,,3.602895357708484e-05,-0.7864901972684974,-0.0029154764107581803,-2.355893981089164,-0.0009082123946551374,1.5780604491550239,0.7784795812597388
1694524138793933262,44,0,,2.845660319348305e-05,-0.7864654707996032,-0.0029666254860028453,-2.355893983689835,-0.0008273504716126758,1.5780616064557604,0.7784780838096397
1694524138803745498,45,0,,2.4152030351741243e-05,-0.7864487981951995,-0.003035787368899787,-2.3558932423954038,-0.0007472944342118639,1.5780626537886746,0.7784813814448774
1694524138814863568,46,0,,7.1302815269110435e-06,-0.7864209531987761,-0.003084320089100974,-2.35589398410023,-0.0006723527644019957,1.5780543029330674,0.7784778164835682
1694524138825730341,47,0,,-1.0629379235989758e-05,-0.7863923653708126,-0.0031346188499579842,-2.355893984104417,-0.0006033810466040154,1.5780455734160364,0.7784829381963758
1694524138835735741,48,0,,-2.2955355753680393e-05,-0.7863696215396759,-0.0031909815462720778,-2.3558939831246164,-0.0005356011642642892,1.578035557968201,0.7784793963555894
1694524138847113929,49,0,,-3.643551690347973e-05,-0.7863368321935792,-0.003259656263351977,-2.3558939841420963,-0.00046811313370202177,1.5780193544193144,0.7784799847765478
1694524138857011380,50,0,,-4.670968702118878e-05,-0.7863166810857084,-0.0033081790283892047,-2.355896489795885,-0.00040072371855813895,1.5780011939937448,0.7784863178698015
1694524138868151189,51,0,,-5.226001905770712e-05,-0.7862964363880668,-0.003387654014246125,-2.355896489795885,-0.0003426059115285964,1.577980514621409,0.7784787436304286
1694524138878730512,52,0,,-5.6393998445638206e-05,-0.7862704982279101,-0.0034531889522114267,-2.355896489795885,-0.00029508653868757465,1.5779575380716655,0.7784850514609598
1694524138888667805,53,0,,-7.702317901935618e-05,-0.7862587541059457,-0.003518771382190031,-2.355893984142102,-0.00023452096772172453,1.577942196739233,0.7784766424261892
1694524138899930440,54,0,,-8.757247458416145e-05,-0.7862393016795448,-0.0035922776876467213,-2.355896489795885,-0.00016655989575080804,1.5779183945636994,0.7784741419402235
1694524138909862422,55,0,,-0.00010498854759733426,-0.786234844975361,-0.003656249683242599,-2.35589398508691,-0.0001082492349136876,1.5778907509977755,0.7784804092906614
1694524138920620146,56,0,,-0.0001214976550140846,-0.7862227598904896,-0.003713885906947982,-2.3558933429061217,-5.289622762626134e-05,1.5778781109248965,0.7784776049150982
1694524138930914083,57,0,,-0.0001391508804629967,-0.7862167534010227,-0.0037684723027193658,-2.355897255126379,-3.2962323389519686e-06,1.5778733370036997,0.7784760821121529
1694524138942126822,58,0,,-0.00016849022951564838,-0.786212086033028,-0.003819585169537251,-2.3558940701239197,4.50749276884061e-05,1.5778671118424967,0.7784824234311104
1694524138952216768,59,0,,-0.00017599820399988336,-0.7862110951230482,-0.0038747317715800865,-2.3558932748814208,7.731363303377229e-05,1.5778614119245886,0.7784732263835599
1694524138963309519,60,0,,-0.0001885082143767931,-0.7861970282872032,-0.003919841777662587,-2.3558939844772224,0.00013535715408528087,1.5778530815206118,0.778483487747548
1694524138974119682,61,0,,-0.00019209263053470018,-0.7861986007370119,-0.003959635720278148,-2.355899277020721,0.00020080972945396715,1.5778443695886752,0.7784782772668666
