0.308475, 0.000664576, 0.487698
0.308474, 0.000666239, 0.487698
0.308474, 0.000664341, 0.487696
0.308476, 0.000665599, 0.487698
0.308475, 0.000665346, 0.487696
0.308475, 0.000664473, 0.487696
0.308475, 0.000662481, 0.4877
0.308476, 0.00066435, 0.487696
0.308474, 0.000665313, 0.487697
0.308475, 0.000664438, 0.487698
0.308475, 0.000666587, 0.487696
0.308475, 0.000666312, 0.487696
0.308474, 0.000664076, 0.487695
0.308475, 0.000666726, 0.487696
0.308475, 0.000664794, 0.487696
0.308475, 0.000665715, 0.487697
0.308475, 0.000663988, 0.487698
0.308475, 0.000664236, 0.487696
0.308474, 0.000665736, 0.487695
0.308474, 0.000662245, 0.487699
0.308474, 0.000664366, 0.487697
0.308474, 0.000666199, 0.487698
0.308474, 0.000665061, 0.487698
0.308475, 0.000665663, 0.487697
0.308475, 0.000666401, 0.487696
0.308474, 0.000665537, 0.487696
0.308475, 0.00066541, 0.487697
0.308474, 0.000665386, 0.487697
0.308476, 0.000665725, 0.487694
0.308476, 0.000666188, 0.4877
0.308476, 0.00066907, 0.487699
0.308475, 0.000669087, 0.487698
0.308476, 0.000673062, 0.487696
0.308477, 0.000681938, 0.487695
0.308478, 0.000681824, 0.487694
0.30848, 0.000682073, 0.487694
0.30848, 0.000681018, 0.487694
0.308482, 0.000678865, 0.487698
0.308484, 0.000676746, 0.4877
0.308485, 0.0006723, 0.4877
0.308485, 0.000670879, 0.487701
0.308488, 0.000673607, 0.487706
0.308494, 0.000679151, 0.487711
0.308513, 0.000674496, 0.487722
0.30854, 0.000672679, 0.487734
0.308569, 0.000667637, 0.487742
0.308598, 0.000668768, 0.487743
0.308627, 0.000664196, 0.487728
0.308655, 0.000663446, 0.487701
0.308675, 0.000662135, 0.48766
0.308692, 0.000665728, 0.487618
0.308712, 0.000664529, 0.487574
0.308741, 0.000665008, 0.48752
0.308769, 0.000664311, 0.487481
0.3088, 0.000665999, 0.487435
0.308835, 0.000660284, 0.487385
0.308867, 0.000662573, 0.487343
0.30889, 0.000659206, 0.487305
0.308915, 0.000661318, 0.487271
0.308941, 0.00065778, 0.487244
0.308972, 0.000654167, 0.487215
0.309007, 0.000651638, 0.487189
0.309032, 0.000650329, 0.487162
0.309051, 0.000651845, 0.487125
0.309073, 0.000649988, 0.487094
0.309098, 0.000648734, 0.487065
0.309124, 0.000647945, 0.487037
0.309152, 0.000646903, 0.487015
0.309182, 0.00064495, 0.486982
0.309206, 0.000645788, 0.486955
0.309227, 0.000640715, 0.486926
0.309246, 0.000627006, 0.486894
0.309264, 0.000664074, 0.486864
0.309276, 0.000734709, 0.486845
0.309297, 0.000832588, 0.486837
0.30933, 0.00103761, 0.486836
0.309364, 0.00120635, 0.486847
0.309404, 0.00129067, 0.486873
0.309448, 0.00123094, 0.486912
0.3095, 0.00111684, 0.486961
0.309549, 0.00105362, 0.487019
0.309608, 0.00109991, 0.487081
0.309672, 0.00113385, 0.487153
0.309736, 0.00112007, 0.48723
0.309802, 0.00109075, 0.487313
0.309876, 0.00105551, 0.487408
0.309953, 0.00103079, 0.487513
0.310033, 0.00102007, 0.487619
0.310107, 0.00101676, 0.487719
0.310183, 0.000995911, 0.487822
0.310252, 0.000970303, 0.487914
0.310329, 0.000935218, 0.488011
0.310408, 0.000877242, 0.488102
0.31049, 0.000792112, 0.488194
0.310567, 0.000709405, 0.488279
0.310652, 0.000629865, 0.488375
0.310735, 0.000565218, 0.488474
0.310831, 0.000509378, 0.488576
0.310922, 0.000458718, 0.488679
0.311018, 0.000420726, 0.488792
0.311133, 0.00037748, 0.488913
0.311241, 0.000349279, 0.489031
0.311375, 0.000310614, 0.489167
0.311513, 0.000245002, 0.489302
0.311641, 0.000176426, 0.489421
0.311772, 9.78285e-05, 0.48955
0.311915, 2.75744e-05, 0.489682
0.312087, -4.5145e-05, 0.489826
0.312247, -0.000115993, 0.489955
0.312427, -0.000224509, 0.490113
0.312615, -0.000338064, 0.490273
0.312804, -0.000446378, 0.490423
0.313017, -0.000586291, 0.490599
0.313222, -0.000730145, 0.490773
0.31346, -0.00087635, 0.490987
0.313711, -0.0010206, 0.491214
0.313952, -0.00115719, 0.49144
0.314203, -0.00131771, 0.491697
0.314457, -0.00151028, 0.491964
0.314759, -0.00173389, 0.492281
0.315044, -0.00190166, 0.492578
0.315382, -0.0020832, 0.492945
0.315704, -0.00227283, 0.493301
0.316002, -0.0024918, 0.493642
0.316413, -0.00280228, 0.494109
0.316808, -0.00304646, 0.494559
0.317218, -0.00331702, 0.495028
0.317632, -0.00362803, 0.495513
0.318057, -0.00394986, 0.495991
0.318497, -0.0042235, 0.496475
0.318942, -0.00450575, 0.496953
0.319346, -0.00481588, 0.497401
0.319798, -0.00522046, 0.497914
0.320231, -0.00557542, 0.498395
0.320678, -0.0059288, 0.498892
0.321127, -0.00629683, 0.499412
0.321632, -0.00674931, 0.499994
0.322101, -0.00715354, 0.500514
0.322615, -0.00756297, 0.50107
0.323081, -0.00795276, 0.50157
0.323549, -0.00839199, 0.502069
0.324065, -0.00889615, 0.5026
0.324587, -0.00936868, 0.503136
0.325067, -0.00980557, 0.503636
0.325554, -0.0102715, 0.504151
0.326043, -0.0107633, 0.504676
0.32658, -0.0112665, 0.505239
0.327126, -0.0117692, 0.505803
0.32757, -0.0122166, 0.506264
0.328266, -0.0129611, 0.506966
0.328762, -0.0134962, 0.507446
0.329267, -0.0140402, 0.507929
0.329821, -0.0146556, 0.50847
0.330377, -0.0153213, 0.509024
0.330904, -0.0158963, 0.509527
0.331446, -0.0164575, 0.51002
0.332035, -0.0170953, 0.510565
0.332632, -0.0177731, 0.511092
0.333233, -0.0184497, 0.511586
0.333778, -0.0190506, 0.512025
0.33433, -0.0196694, 0.512456
0.334933, -0.0204328, 0.512925
0.33555, -0.0212116, 0.513406
0.336119, -0.0218675, 0.513844
0.3367, -0.0225491, 0.514303
0.337271, -0.0232525, 0.514776
0.337907, -0.0240475, 0.515279
0.338559, -0.0248005, 0.515789
0.339211, -0.0255648, 0.51629
0.339799, -0.0263285, 0.516752
0.340381, -0.0271493, 0.517212
0.34104, -0.0279931, 0.51773
0.341706, -0.0288463, 0.518269
0.342324, -0.0296473, 0.518777
0.342945, -0.0304626, 0.519259
0.343637, -0.0313064, 0.519757
0.344328, -0.0321427, 0.520248
0.345013, -0.0330553, 0.520736
0.34564, -0.0339061, 0.521176
0.346343, -0.0348289, 0.521664
0.346993, -0.0356807, 0.522107
0.347708, -0.0366571, 0.522618
0.348416, -0.0376157, 0.523105
0.349074, -0.0384209, 0.523522
0.349805, -0.0393181, 0.52397
0.350526, -0.0402632, 0.52441
0.351254, -0.0411889, 0.524836
0.352006, -0.0420859, 0.525254
0.352689, -0.0429181, 0.525659
0.353459, -0.0438852, 0.526113
0.354168, -0.0447163, 0.526509
0.354967, -0.0455849, 0.526917
0.355683, -0.0463901, 0.527276
0.356472, -0.0473059, 0.527659
0.357283, -0.0481879, 0.528034
0.358041, -0.0489711, 0.528388
0.358872, -0.0498346, 0.528793
0.359636, -0.0506415, 0.529177
0.360476, -0.0515057, 0.529605
0.36133, -0.0523645, 0.530013
0.362106, -0.0531344, 0.530371
0.362952, -0.0540009, 0.530765
0.36375, -0.0547456, 0.531105
0.364644, -0.0555076, 0.531488
0.365484, -0.05619, 0.531861
0.366416, -0.0569492, 0.53228
0.367267, -0.0576515, 0.532642
0.368224, -0.0584043, 0.532986
0.369184, -0.0591655, 0.533317
0.370061, -0.0598258, 0.533624
0.371027, -0.060526, 0.533961
0.371996, -0.0612003, 0.534283
0.372997, -0.0617926, 0.534612
0.374022, -0.0623674, 0.53495
0.374968, -0.0628835, 0.535251
0.37591, -0.063395, 0.535533
0.376978, -0.0639598, 0.535839
0.378066, -0.0644818, 0.536164
0.379059, -0.0649511, 0.53648
0.38017, -0.065415, 0.536835
0.381186, -0.065835, 0.537152
0.382222, -0.0662539, 0.537459
0.383356, -0.0666703, 0.537771
0.384492, -0.0670491, 0.538065
0.385633, -0.0674116, 0.53836
0.38669, -0.067734, 0.538643
0.387853, -0.0681128, 0.538953
0.389044, -0.0685002, 0.539286
0.39013, -0.0688326, 0.539573
0.391329, -0.0691406, 0.539888
0.392442, -0.0693874, 0.540156
0.393565, -0.0696066, 0.540428
0.395035, -0.0698574, 0.540807
0.396161, -0.0700368, 0.541064
0.397395, -0.0702229, 0.541317
0.398524, -0.0703808, 0.541517
0.399766, -0.0705638, 0.541731
0.401016, -0.0707249, 0.541944
0.40228, -0.0708687, 0.542154
0.403437, -0.0710025, 0.542367
0.404609, -0.0711446, 0.542571
0.405899, -0.0712862, 0.542805
0.407056, -0.0713894, 0.542992
0.408326, -0.0714784, 0.543177
0.409482, -0.0715864, 0.543335
0.410759, -0.071712, 0.543529
0.411936, -0.0718616, 0.543707
0.413103, -0.0720024, 0.543863
0.41427, -0.0721579, 0.544005
0.415438, -0.0723284, 0.544134
0.416613, -0.0724976, 0.544253
0.417879, -0.0726563, 0.544383
0.419137, -0.0728046, 0.544508
0.4204, -0.0729409, 0.544655
0.421553, -0.0730686, 0.544797
0.422842, -0.0731939, 0.544951
0.424028, -0.0732979, 0.545063
0.425325, -0.0734233, 0.545196
0.426507, -0.0735604, 0.545336
0.427803, -0.073709, 0.545514
0.428971, -0.0738224, 0.545678
0.430128, -0.0739228, 0.545823
0.431519, -0.0740473, 0.545962
0.432671, -0.0741581, 0.546065
0.433826, -0.0742745, 0.54618
0.434984, -0.0743913, 0.546305
0.436277, -0.0745166, 0.54643
0.437576, -0.0746622, 0.546562
0.438746, -0.0748008, 0.546683
0.439894, -0.0749628, 0.546794
0.441149, -0.0751656, 0.546904
0.442279, -0.0753586, 0.546988
0.44353, -0.075594, 0.547091
0.444667, -0.0758186, 0.547185
0.445922, -0.0760549, 0.547332
0.447073, -0.0762818, 0.547465
0.448218, -0.0765051, 0.547584
0.449449, -0.0767556, 0.547665
0.450556, -0.076996, 0.547702
0.451768, -0.0772724, 0.547763
0.452981, -0.0775681, 0.547839
0.454207, -0.0778759, 0.547919
0.455328, -0.0781484, 0.548001
