195.048, 737.387, -19.3739
195.033, 737.389, -19.3753
195.036, 737.387, -19.3747
195.026, 737.388, -19.3752
195.031, 737.387, -19.3847
195.028, 737.385, -19.3926
195.029, 737.381, -19.3983
195.031, 737.381, -19.4078
195.029, 737.382, -19.4139
195.033, 737.383, -19.423
195.027, 737.379, -19.4242
195.028, 737.382, -19.4342
195.033, 737.383, -19.4384
195.035, 737.377, -19.436
195.038, 737.384, -19.437
195.043, 737.376, -19.4367
195.048, 737.374, -19.4364
195.059, 737.375, -19.4338
195.051, 737.367, -19.4359
195.061, 737.37, -19.4397
195.074, 737.367, -19.444
195.072, 737.364, -19.4458
195.071, 737.367, -19.4505
195.067, 737.364, -19.458
195.069, 737.359, -19.4553
195.07, 737.359, -19.466
195.064, 737.355, -19.473
195.064, 737.35, -19.4785
195.065, 737.349, -19.4786
195.064, 737.351, -19.4944
195.056, 737.351, -19.4925
195.05, 737.349, -19.4939
195.048, 737.354, -19.497
195.053, 737.349, -19.4954
195.046, 737.353, -19.4995
195.043, 737.343, -19.4945
195.039, 737.348, -19.4974
195.041, 737.355, -19.5029
195.031, 737.354, -19.5012
195.027, 737.356, -19.5078
195.03, 737.36, -19.5033
195.014, 737.357, -19.5004
194.997, 737.358, -19.496
194.989, 737.367, -19.4841
194.866, 737.397, -19.573
194.922, 737.376, -19.4472
194.918, 737.388, -19.4029
194.835, 737.401, -19.446
194.912, 737.373, -19.2888
194.933, 737.374, -19.1892
194.986, 737.361, -19.0736
195.03, 737.341, -18.9421
195.089, 737.308, -18.7935
195.16, 737.281, -18.6138
195.233, 737.252, -18.3866
195.241, 737.241, -18.2054
195.382, 737.191, -17.7707
195.427, 737.151, -17.3812
195.392, 737.131, -17.0348
195.416, 737.093, -16.5255
195.491, 737.047, -15.8556
195.449, 737.014, -15.2458
195.369, 736.995, -14.6566
195.331, 736.94, -13.8389
195.192, 736.895, -13.1702
195.181, 736.838, -12.274
195.011, 736.741, -11.5221
195.007, 736.656, -10.5403
194.86, 736.564, -9.74619
194.817, 736.418, -8.71449
194.669, 736.254, -7.8842
194.638, 736.063, -6.80741
