1701260962419325893,25,1701260962418201314,panda_K,0.3914296520245298,0.8110726471784198,-1.284506588378443,-0.06647797143806769,-0.9083084723761379,-0.21569972185032382
1701260962430006365,26,1701260962429220417,panda_K,0.49610386404205425,0.7450668012262058,-1.309195018466061,-0.07805324080563078,-0.9312299629014767,-0.21959711525103162
1701260962441110757,27,1701260962440162436,panda_K,0.6394497394429167,0.8074218370752496,-1.29577914622079,-0.07219520375049243,-0.9602620524305839,-0.21702441452950724
1701260962452093421,28,1701260962451148427,panda_K,0.7947330153989102,0.7327693489791853,-1.2406387060125939,-0.08373814358154366,-0.9912240824724888,-0.2200140117156164
1701260962461939972,29,1701260962461187908,panda_K,0.6109882508857851,0.7828672927143281,-1.2526983294547733,-0.07609604520154656,-0.9526313568067956,-0.22117115206025956
1701260962472943064,30,1701260962472157107,panda_K,0.3736945207883922,0.7650292923692092,-1.2839775726803846,-0.08046524193735481,-0.9046720684295934,-0.2196990623329172
1701260962484305435,31,1701260962483123126,panda_K,0.42130935160274735,0.7609663065692845,-1.2568928239913848,-0.08930268591945467,-0.9121582959365261,-0.21284832271522014
1701260962493801106,32,1701260962493234711,panda_K,0.40364937907131665,0.7634909177140823,-1.243114795085123,-0.08853249009070337,-0.9067693307488354,-0.21557659749323488
1701260962504823748,33,1701260962504140677,panda_K,0.5728868870291522,0.7318001625345867,-1.1969071896201784,-0.09496674404876942,-0.939625272044079,-0.21497902206066635
1701260962514769765,34,1701260962514176858,panda_K,0.4141852893983141,0.7053397776177204,-1.2491436841846995,-0.09671100839775368,-0.9090676098463852,-0.2181874091192149
1701260962525711545,35,1701260962525119843,panda_K,0.5445648311965081,0.712179209009431,-1.2256291115087634,-0.09145018601037268,-0.9345272167287944,-0.22383225539860013
1701260962535921556,36,1701260962535261870,panda_K,0.5149436532243841,0.7572234530980393,-1.2418704470523414,-0.08221137575449415,-0.9287220787576269,-0.22595451479929746
1701260962546013979,37,1701260962545434207,panda_K,0.4424630418987468,0.788239483044141,-1.2899314629230827,-0.07761827872893731,-0.9163158795301019,-0.22674595068041403
1701260962557059051,38,1701260962556233185,panda_K,0.39135168299372936,0.7612615864877671,-1.2968596360260412,-0.08464193169654476,-0.9064358741568459,-0.22669767150040163
1701260962567893017,39,1701260962567202380,panda_K,0.4262414610867687,0.8404403779164591,-1.2960561555718542,-0.07057809865198315,-0.9106449293134304,-0.22680176809186559
1701260962578912722,40,1701260962578220984,panda_K,0.40854901579480907,0.895961461748247,-1.2650810549509766,-0.062178065974310505,-0.904427429770365,-0.2281799333761604
1701260962588886026,41,1701260962588255006,panda_K,0.26447665886254246,0.9235943340441413,-1.2842264680675628,-0.05845021321493505,-0.8757476861649666,-0.22958493756011664
1701260962599718722,42,1701260962599098205,panda_K,0.24745287816219325,0.8759065476905168,-1.2650008378719688,-0.06456144296332843,-0.8705005779702818,-0.23196409562538023
1701260962609895477,43,1701260962609146383,panda_K,0.39325824280195204,0.8701588249891408,-1.2065898910693718,-0.06473460277541088,-0.8992580692781889,-0.23185840304128907
